epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_auc,val_loss
0,739,,,0.6875,0.6459388136863708,,,
0,749,,,0.875,0.3249360918998718,,,
0,759,,,0.875,0.2530463933944702,,,
0,769,,,1.0,0.07092775404453278,,,
0,779,,,1.0,0.12106414139270782,,,
0,789,,,0.9375,0.24137787520885468,,,
0,799,,,1.0,0.08948665112257004,,,
0,809,,,0.9375,0.25502943992614746,,,
0,819,,,1.0,0.08668041974306107,,,
0,829,,,0.875,0.48225176334381104,,,
0,839,,,0.9375,0.3278959095478058,,,
0,849,,,1.0,0.08845902234315872,,,
0,859,,,1.0,0.09774938970804214,,,
0,869,,,0.9375,0.20962019264698029,,,
0,879,,,0.9375,0.2547261714935303,,,
0,889,,,0.9375,0.14528900384902954,,,
0,899,,,1.0,0.1017274558544159,,,
0,909,,,0.9375,0.2701735496520996,,,
0,919,,,0.9375,0.19764433801174164,,,
0,929,,,1.0,0.08896690607070923,,,
0,939,,,0.875,0.30747753381729126,,,
0,949,,,0.9375,0.1955932080745697,,,
0,959,,,0.75,0.6227062344551086,,,
0,969,,,1.0,0.08134343475103378,,,
0,979,,,0.9375,0.20955049991607666,,,
0,989,,,1.0,0.09801467508077621,,,
0,999,,,0.9375,0.20876094698905945,,,
0,1009,,,1.0,0.08246692270040512,,,
0,1019,,,1.0,0.09167813509702682,,,
0,1029,,,0.875,0.37548568844795227,,,
0,1039,,,0.875,0.39197736978530884,,,
0,1049,,,0.875,0.30720070004463196,,,
0,1059,,,1.0,0.09543503075838089,,,
0,1069,,,1.0,0.06418029963970184,,,
0,1079,,,0.875,0.34709176421165466,,,
0,1089,,,0.8125,0.34185969829559326,,,
0,1099,,,1.0,0.08734037727117538,,,
0,1109,,,0.875,0.32258516550064087,,,
0,1119,,,0.9375,0.2009647637605667,,,
0,1129,,,1.0,0.06852316856384277,,,
0,1139,,,0.875,0.3263058066368103,,,
0,1149,,,0.6875,0.7270733118057251,,,
0,1159,,,0.875,0.31204718351364136,,,
0,1169,,,1.0,0.09641730040311813,,,
0,1179,,,0.9375,0.20415784418582916,,,
0,1189,,,0.875,0.39420628547668457,,,
0,1199,,,0.875,0.36630162596702576,,,
0,1209,,,0.875,0.2867518663406372,,,
0,1219,,,0.8125,0.499081015586853,,,
0,1229,,,0.8125,0.5041630268096924,,,
0,1239,,,0.9375,0.21811315417289734,,,
0,1249,,,0.875,0.3006339967250824,,,
0,1259,,,1.0,0.0863744467496872,,,
0,1269,,,0.9375,0.20005866885185242,,,
0,1279,,,0.75,0.5028812885284424,,,
0,1289,,,0.875,0.32212671637535095,,,
0,1299,,,0.9375,0.30228370428085327,,,
0,1309,,,0.9375,0.17650771141052246,,,
0,1319,,,0.8125,0.47304797172546387,,,
0,1329,,,0.875,0.333556592464447,,,
0,1339,,,0.875,0.4067719876766205,,,
0,1349,,,1.0,0.07931727170944214,,,
0,1359,,,0.9375,0.12616808712482452,,,
0,1369,,,0.875,0.31769824028015137,,,
0,1379,,,1.0,0.05631054937839508,,,
0,1389,,,1.0,0.10060866922140121,,,
0,1399,,,1.0,0.08471056818962097,,,
0,1409,,,0.8125,0.5578851699829102,,,
0,1419,,,0.9375,0.1583741307258606,,,
0,1429,,,0.9375,0.2064506560564041,,,
0,1439,,,0.875,0.3373878002166748,,,
0,1449,,,0.875,0.29812192916870117,,,
0,1459,,,0.8125,0.466266393661499,,,
0,1469,,,0.8125,0.41879141330718994,,,
0,1479,,,1.0,0.08888968080282211,,,
0,1489,,,0.875,0.26207858324050903,,,
0,1499,,,1.0,0.10128587484359741,,,
0,1509,,,0.9375,0.2415558099746704,,,
0,1519,,,1.0,0.06824810802936554,,,
0,1529,,,0.875,0.2939896583557129,,,
0,1539,,,1.0,0.07662244141101837,,,
0,1549,,,1.0,0.11494804918766022,,,
0,1559,,,0.8125,0.3886159658432007,,,
0,1569,,,0.8125,0.4275907576084137,,,
0,1579,,,0.9375,0.14548812806606293,,,
0,1589,,,0.8125,0.5092123746871948,,,
0,1599,,,1.0,0.06515314429998398,,,
0,1609,,,1.0,0.08121047914028168,,,
0,1619,,,0.875,0.2717507481575012,,,
0,1629,,,1.0,0.08967336267232895,,,
0,1639,,,0.9375,0.19934245944023132,,,
0,1649,,,0.9375,0.14013925194740295,,,
0,1659,,,0.9375,0.1744447946548462,,,
0,1669,,,0.9375,0.17884929478168488,,,
0,1679,,,0.9375,0.16801367700099945,,,
0,1689,,,1.0,0.07145887613296509,,,
0,1699,,,1.0,0.05260720103979111,,,
0,1709,,,1.0,0.055913686752319336,,,
0,1719,,,0.9375,0.24109826982021332,,,
0,1729,,,1.0,0.12353584915399551,,,
0,1739,,,1.0,0.08680640161037445,,,
0,1749,,,1.0,0.10632176697254181,,,
0,1759,,,0.9375,0.2706688642501831,,,
0,1769,,,0.9375,0.1755787581205368,,,
0,1779,,,1.0,0.0825805738568306,,,
0,1789,,,0.9375,0.18230968713760376,,,
0,1799,,,0.875,0.45735710859298706,,,
0,1809,,,0.875,0.48435142636299133,,,
0,1819,,,0.8125,0.3430566191673279,,,
0,1829,,,0.875,0.2318543940782547,,,
0,1839,,,1.0,0.06716302037239075,,,
0,1849,,,1.0,0.054355040192604065,,,
0,1859,,,0.9375,0.1881471574306488,,,
0,1869,,,0.9375,0.14346599578857422,,,
0,1879,,,0.9375,0.20646990835666656,,,
0,1889,,,1.0,0.07116303592920303,,,
0,1899,,,1.0,0.09797901660203934,,,
0,1909,,,0.875,0.2887601852416992,,,
0,1919,,,0.9375,0.23789602518081665,,,
0,1929,,,0.875,0.3204997777938843,,,
0,1939,,,1.0,0.07025286555290222,,,
0,1949,,,0.9375,0.19461427628993988,,,
0,1959,,,0.9375,0.21595603227615356,,,
0,1969,,,0.75,0.5231941938400269,,,
0,1979,,,1.0,0.08740125596523285,,,
0,1989,,,1.0,0.051477089524269104,,,
0,1999,,,0.9375,0.23870247602462769,,,
0,2009,,,0.9375,0.2554256319999695,,,
0,2019,,,1.0,0.04624480754137039,,,
0,2029,,,0.9375,0.32089656591415405,,,
0,2039,,,0.9375,0.13881592452526093,,,
0,2049,,,1.0,0.06986432522535324,,,
0,2059,,,1.0,0.06948986649513245,,,
0,2069,,,0.875,0.3788338899612427,,,
0,2079,,,0.9375,0.11705940961837769,,,
0,2089,,,0.9375,0.23424546420574188,,,
0,2099,,,1.0,0.08893042802810669,,,
0,2109,,,0.875,0.3821215033531189,,,
0,2119,,,0.8125,0.4672856330871582,,,
0,2129,,,1.0,0.07503765821456909,,,
0,2139,,,1.0,0.15258271992206573,,,
0,2149,,,0.875,0.25303080677986145,,,
0,2159,,,0.875,0.3910047113895416,,,
0,2169,,,0.8125,0.3588294982910156,,,
0,2179,,,0.875,0.3353208899497986,,,
0,2189,,,0.875,0.1786898970603943,,,
0,2199,,,0.9375,0.25057876110076904,,,
0,2209,,,0.75,0.3590307831764221,,,
0,2219,,,0.875,0.3952595591545105,,,
0,2229,,,0.875,0.3412104845046997,,,
0,2239,,,1.0,0.1220875233411789,,,
0,2249,,,0.9375,0.2714208662509918,,,
0,2259,,,0.9375,0.16604934632778168,,,
0,2269,,,0.9375,0.24597954750061035,,,
0,2279,,,0.8125,0.38587093353271484,,,
0,2289,,,0.9375,0.15603365004062653,,,
0,2299,,,0.9375,0.2389448881149292,,,
0,2309,,,0.875,0.18951500952243805,,,
0,2319,,,0.9375,0.25508561730384827,,,
0,2329,,,0.9375,0.14206218719482422,,,
0,2339,,,0.875,0.3458225131034851,,,
0,2349,,,0.9375,0.23242664337158203,,,
0,2359,,,0.9375,0.2562182545661926,,,
0,2369,,,0.9375,0.1668771207332611,,,
0,2379,,,0.875,0.31004196405410767,,,
0,2389,,,0.75,0.6407137513160706,,,
0,2399,,,0.9375,0.23066747188568115,,,
0,2409,,,0.9375,0.22180506587028503,,,
0,2419,,,1.0,0.08203931897878647,,,
0,2429,,,0.875,0.32681965827941895,,,
0,2439,,,1.0,0.0952409878373146,,,
0,2449,,,1.0,0.09144257009029388,,,
0,2459,,,0.8125,0.5341517925262451,,,
0,2469,,,0.9375,0.1678648442029953,,,
0,2479,,,0.6875,0.5949121713638306,,,
0,2489,,,0.8125,0.4575227200984955,,,
0,2499,,,1.0,0.12048380076885223,,,
0,2509,,,0.9375,0.185828298330307,,,
0,2519,,,0.875,0.48564082384109497,,,
0,2529,,,0.9375,0.33899953961372375,,,
0,2539,,,1.0,0.06538021564483643,,,
0,2549,,,0.9375,0.21264733374118805,,,
0,2559,,,0.9375,0.18986767530441284,,,
0,2569,,,1.0,0.12430260330438614,,,
0,2579,,,0.8125,0.2705376148223877,,,
0,2589,,,0.8125,0.5369890332221985,,,
0,2599,,,1.0,0.09392908960580826,,,
0,2609,,,0.9375,0.19277547299861908,,,
0,2619,,,0.875,0.24564121663570404,,,
0,2629,,,1.0,0.05889740586280823,,,
0,2639,,,0.9375,0.1794210970401764,,,
0,2649,,,0.9375,0.1563737839460373,,,
0,2659,,,0.875,0.4105099141597748,,,
0,2669,,,0.9375,0.14755220711231232,,,
0,2679,,,0.9375,0.14084747433662415,,,
0,2689,,,1.0,0.10319138318300247,,,
0,2699,,,0.9375,0.13395942747592926,,,
0,2709,,,0.75,0.5635339617729187,,,
0,2719,,,0.9375,0.258830189704895,,,
0,2729,,,1.0,0.05202259123325348,,,
0,2739,,,0.9375,0.1861167848110199,,,
0,2749,,,0.75,0.5286974906921387,,,
0,2759,,,1.0,0.08118671178817749,,,
0,2769,,,0.9375,0.08848711103200912,,,
0,2779,,,1.0,0.08340336382389069,,,
0,2789,,,1.0,0.05084732174873352,,,
0,2799,,,0.875,0.3616967499256134,,,
0,2809,,,1.0,0.036986902356147766,,,
0,2819,,,1.0,0.07241775095462799,,,
0,2829,,,0.8125,0.525989294052124,,,
0,2839,,,1.0,0.11234192550182343,,,
0,2849,,,0.9375,0.12046314775943756,,,
0,2859,,,0.875,0.5518720149993896,,,
0,2869,,,0.9375,0.23971132934093475,,,
0,2879,,,0.9375,0.2339174449443817,,,
0,2889,,,0.9375,0.3420800566673279,,,
0,2899,,,0.875,0.3132183253765106,,,
0,2909,,,1.0,0.059610649943351746,,,
0,2919,,,0.875,0.39346230030059814,,,
0,2929,,,1.0,0.0895133689045906,,,
0,2939,,,0.9375,0.2936106026172638,,,
0,2949,,,0.9375,0.3058620095252991,,,
0,2959,,,1.0,0.10443425178527832,,,
0,2969,,,0.8125,0.5412309765815735,,,
0,2979,,,0.9375,0.23700526356697083,,,
0,2989,,,0.75,0.6197152733802795,,,
0,2999,,,0.6875,0.7761327028274536,,,
0,3009,,,1.0,0.18318314850330353,,,
0,3019,,,0.9375,0.18915921449661255,,,
0,3029,,,1.0,0.09104000777006149,,,
0,3039,,,1.0,0.10194574296474457,,,
0,3049,,,0.9375,0.1776105761528015,,,
0,3059,,,0.875,0.46020054817199707,,,
0,3069,,,0.9375,0.13848614692687988,,,
0,3079,,,0.9375,0.26272156834602356,,,
0,3089,,,0.875,0.33983689546585083,,,
0,3099,,,0.875,0.22120484709739685,,,
0,3109,,,0.8125,0.3942989706993103,,,
0,3119,,,0.9375,0.14128026366233826,,,
0,3129,,,0.9375,0.4308103322982788,,,
0,3139,,,0.875,0.21031099557876587,,,
0,3149,,,0.8125,0.3107413053512573,,,
0,3159,,,0.9375,0.20977161824703217,,,
0,3169,,,0.9375,0.2936444878578186,,,
0,3179,,,0.875,0.3295064866542816,,,
0,3189,,,0.8125,0.35227829217910767,,,
0,3199,,,0.9375,0.12763789296150208,,,
0,3209,,,0.875,0.3281973600387573,,,
0,3219,,,0.9375,0.2038603276014328,,,
0,3229,,,1.0,0.07185357809066772,,,
0,3239,,,1.0,0.07446891814470291,,,
0,3249,,,0.9375,0.20790670812129974,,,
0,3259,,,0.875,0.29568177461624146,,,
0,3269,,,0.9375,0.1279367357492447,,,
0,3279,,,0.9375,0.17382290959358215,,,
0,3289,,,0.875,0.46148401498794556,,,
0,3299,,,0.875,0.47243136167526245,,,
0,3309,,,0.9375,0.2995126247406006,,,
0,3319,,,0.9375,0.12324880063533783,,,
0,3329,,,1.0,0.06308863312005997,,,
0,3339,,,1.0,0.08416294306516647,,,
0,3349,,,0.9375,0.15748412907123566,,,
0,3359,,,1.0,0.06117812544107437,,,
0,3369,,,0.9375,0.14837762713432312,,,
0,3379,,,0.8125,0.3975636959075928,,,
0,3389,,,0.875,0.28248846530914307,,,
0,3399,,,0.9375,0.13255012035369873,,,
0,3409,,,0.875,0.2597365975379944,,,
0,3419,,,0.875,0.3218155801296234,,,
0,3429,,,0.875,0.30791157484054565,,,
0,3439,,,1.0,0.07468090206384659,,,
0,3449,,,0.9375,0.22276782989501953,,,
0,3459,,,0.875,0.24508173763751984,,,
0,3469,,,0.9375,0.1404934525489807,,,
0,3479,,,0.75,0.7450571656227112,,,
0,3489,,,0.9375,0.15160927176475525,,,
0,3499,,,0.875,0.24116098880767822,,,
0,3509,,,0.8125,0.45872852206230164,,,
0,3519,,,0.875,0.2500491738319397,,,
0,3529,,,0.875,0.4390854835510254,,,
0,3539,,,0.9375,0.2030453085899353,,,
0,3549,,,0.8125,0.3629114329814911,,,
0,3559,,,0.875,0.1690467894077301,,,
0,3569,,,0.9375,0.20580711960792542,,,
0,3579,,,1.0,0.06865421682596207,,,
0,3589,,,0.8125,0.6482725143432617,,,
0,3599,,,0.875,0.2224087417125702,,,
0,3609,,,0.8125,0.4615176022052765,,,
0,3619,,,1.0,0.09267886728048325,,,
0,3629,,,0.875,0.32729387283325195,,,
0,3639,,,0.9375,0.21598781645298004,,,
0,3649,,,0.9375,0.2036687582731247,,,
0,3659,,,0.8125,0.5433525443077087,,,
0,3669,,,1.0,0.09180959314107895,,,
0,3679,,,1.0,0.10673513263463974,,,
0,3689,,,0.9375,0.2553054690361023,,,
0,3699,,,0.9375,0.2684968411922455,,,
0,3709,,,0.9375,0.16042134165763855,,,
0,3719,,,0.9375,0.10877987742424011,,,
0,3729,,,0.75,0.550956666469574,,,
0,3739,,,1.0,0.052682772278785706,,,
0,3749,,,1.0,0.07642371952533722,,,
0,3759,,,0.9375,0.24587170779705048,,,
0,3769,,,0.8125,0.3024943768978119,,,
0,3779,,,0.75,0.8069819808006287,,,
0,3789,,,1.0,0.07502590119838715,,,
0,3799,,,0.8125,0.41668885946273804,,,
0,3809,,,1.0,0.08304769545793533,,,
0,3819,,,0.875,0.35107651352882385,,,
0,3829,,,0.9375,0.2879323661327362,,,
0,3839,,,0.9375,0.14688503742218018,,,
0,3849,,,0.9375,0.15728113055229187,,,
0,3859,,,0.9375,0.09558073431253433,,,
0,3869,,,1.0,0.061546579003334045,,,
0,3879,,,1.0,0.08666418492794037,,,
0,3889,,,0.9375,0.1822371482849121,,,
0,3899,,,1.0,0.11421632021665573,,,
0,3909,,,0.8125,0.4572160840034485,,,
0,3919,,,0.9375,0.1068272516131401,,,
0,3929,,,0.9375,0.19252517819404602,,,
0,3939,,,0.875,0.32264044880867004,,,
0,3949,,,1.0,0.09116973727941513,,,
0,3959,,,0.75,0.5295228958129883,,,
0,3969,,,0.875,0.3033437728881836,,,
0,3979,,,0.8125,0.38035744428634644,,,
0,3989,,,1.0,0.0662328451871872,,,
0,3999,,,0.8125,0.4014701545238495,,,
0,4009,,,1.0,0.06622593104839325,,,
0,4019,,,0.875,0.3367277979850769,,,
0,4029,,,0.9375,0.18409985303878784,,,
0,4039,,,0.9375,0.17330008745193481,,,
0,4049,,,0.875,0.3104880154132843,,,
0,4059,,,1.0,0.06069318950176239,,,
0,4069,,,0.9375,0.3569793105125427,,,
0,4079,,,0.875,0.31115514039993286,,,
0,4089,,,1.0,0.09550163149833679,,,
0,4099,,,0.9375,0.1592375636100769,,,
0,4109,,,1.0,0.0690649077296257,,,
0,4119,,,0.9375,0.19103789329528809,,,
0,4129,,,1.0,0.06076265871524811,,,
0,4139,,,0.9375,0.2730492353439331,,,
0,4149,,,0.875,0.16547924280166626,,,
0,4159,,,0.9375,0.23962683975696564,,,
0,4169,,,0.9375,0.28087812662124634,,,
0,4179,,,0.875,0.3928050398826599,,,
0,4189,,,1.0,0.10586901009082794,,,
0,4199,,,0.9375,0.2814013361930847,,,
0,4209,,,1.0,0.11460231244564056,,,
0,4219,,,1.0,0.12028001248836517,,,
0,4229,,,0.9375,0.19173406064510345,,,
0,4239,,,0.8125,0.5623133182525635,,,
0,4249,,,0.875,0.45848894119262695,,,
0,4259,,,1.0,0.11072302609682083,,,
0,4269,,,0.9375,0.11283973604440689,,,
0,4279,,,1.0,0.05600454658269882,,,
0,4289,,,0.8125,0.35488346219062805,,,
0,4299,,,0.875,0.35987570881843567,,,
0,4309,,,0.9375,0.15335805714130402,,,
0,4319,,,1.0,0.07788125425577164,,,
0,4329,,,0.875,0.22101990878582,,,
0,4339,,,1.0,0.1487458497285843,,,
0,4349,,,1.0,0.06285756826400757,,,
0,4359,,,1.0,0.06495172530412674,,,
0,4369,,,0.9375,0.21554496884346008,,,
0,4379,,,0.9375,0.26983869075775146,,,
0,4389,,,0.875,0.39939963817596436,,,
0,4399,,,0.875,0.5973113775253296,,,
0,4409,,,0.9375,0.1540454924106598,,,
0,4419,,,0.875,0.35965535044670105,,,
0,4429,,,0.9375,0.12021049857139587,,,
0,4439,,,0.875,0.3451806306838989,,,
0,4449,,,0.9375,0.20569485425949097,,,
0,4459,,,1.0,0.043045103549957275,,,
0,4469,,,0.875,0.22218307852745056,,,
0,4479,,,0.875,0.2136988341808319,,,
0,4489,,,1.0,0.09096013754606247,,,
0,4499,,,1.0,0.06066940724849701,,,
0,4509,,,1.0,0.04599432647228241,,,
0,4519,,,1.0,0.08353053033351898,,,
0,4529,,,0.9375,0.34777891635894775,,,
0,4539,,,1.0,0.12209758907556534,,,
0,4549,,,0.8125,0.6685067415237427,,,
0,4559,,,0.875,0.44808444380760193,,,
0,4569,,,0.8125,0.49771857261657715,,,
0,4579,,,0.875,0.36555445194244385,,,
0,4589,,,0.9375,0.21278034150600433,,,
0,4599,,,0.9375,0.29191261529922485,,,
0,4609,,,0.9375,0.2462678849697113,,,
0,4619,,,1.0,0.10883702337741852,,,
0,4629,,,0.9375,0.17266014218330383,,,
0,4639,,,0.875,0.4821180999279022,,,
0,4649,,,0.8125,0.3312457203865051,,,
0,4659,,,0.9375,0.20449209213256836,,,
0,4669,,,0.9375,0.24268901348114014,,,
0,4679,,,0.9375,0.20268480479717255,,,
0,4689,,,1.0,0.11500474810600281,,,
0,4699,,,0.875,0.3847135901451111,,,
0,4709,,,0.9375,0.19889035820960999,,,
0,4719,,,0.875,0.40005189180374146,,,
0,4729,,,1.0,0.08537623286247253,,,
0,4739,,,0.9375,0.20329686999320984,,,
0,4749,,,1.0,0.04320428520441055,,,
0,4759,,,0.9375,0.2160615772008896,,,
0,4769,,,0.875,0.3339640200138092,,,
0,4779,,,0.8125,0.44116032123565674,,,
0,4789,,,0.8125,0.44821587204933167,,,
0,4799,,,0.875,0.3169838786125183,,,
0,4809,,,0.9375,0.17300301790237427,,,
0,4819,,,0.9375,0.16673606634140015,,,
0,4829,,,1.0,0.042619287967681885,,,
0,4839,,,1.0,0.0837898850440979,,,
0,4849,,,0.9375,0.1536591798067093,,,
0,4859,,,1.0,0.06803098320960999,,,
0,4869,,,0.9375,0.15872633457183838,,,
0,4879,,,0.8125,0.5348572134971619,,,
0,4889,,,1.0,0.08744846284389496,,,
0,4899,,,0.9375,0.2939571738243103,,,
0,4909,,,0.9375,0.10099931061267853,,,
0,4919,,,0.9375,0.25493666529655457,,,
0,4929,,,0.9375,0.2305058091878891,,,
0,4939,,,0.875,0.3126399517059326,,,
0,4949,,,0.9375,0.2954563498497009,,,
0,4959,,,0.9375,0.30126887559890747,,,
0,4969,,,0.75,0.7579532861709595,,,
0,4979,,,0.8125,0.41261446475982666,,,
0,4989,,,0.8125,0.2503097653388977,,,
0,4999,,,0.8125,0.2529630661010742,,,
0,5009,,,0.9375,0.18317192792892456,,,
0,5019,,,0.9375,0.2719822824001312,,,
0,5029,,,0.9375,0.22039563953876495,,,
0,5039,,,1.0,0.07437107712030411,,,
0,5049,,,1.0,0.05681450664997101,,,
0,5059,,,0.9375,0.36452940106391907,,,
0,5069,,,1.0,0.10651414841413498,,,
0,5079,,,0.9375,0.2715940773487091,,,
0,5089,,,0.8125,0.4651525020599365,,,
0,5099,,,0.9375,0.2872422933578491,,,
0,5109,,,0.9375,0.10757608711719513,,,
0,5119,,,0.875,0.40384960174560547,,,
0,5129,,,0.875,0.3015046715736389,,,
0,5139,,,0.875,0.405551552772522,,,
0,5149,,,0.9375,0.1828848421573639,,,
0,5159,,,0.75,0.6475731730461121,,,
0,5169,,,1.0,0.05584716796875,,,
0,5179,,,0.9375,0.2855749726295471,,,
0,5189,,,0.75,0.5687742829322815,,,
0,5199,,,0.875,0.16244660317897797,,,
0,5209,,,0.9375,0.25677695870399475,,,
0,5219,,,0.875,0.35519859194755554,,,
0,5229,,,0.8125,0.3040260076522827,,,
0,5239,,,1.0,0.07753316313028336,,,
0,5249,,,0.8125,0.3803216814994812,,,
0,5259,,,0.8125,0.5529897809028625,,,
0,5269,,,0.9375,0.24368377029895782,,,
0,5279,,,0.875,0.39466142654418945,,,
0,5289,,,0.9375,0.2363111823797226,,,
0,5299,,,0.875,0.2354876846075058,,,
0,5309,,,0.9375,0.1970413774251938,,,
0,5319,,,1.0,0.07763322442770004,,,
0,5329,,,0.8125,0.5714472532272339,,,
0,5339,,,1.0,0.119620181620121,,,
0,5349,,,0.9375,0.28571194410324097,,,
0,5359,,,0.75,0.4299813508987427,,,
0,5369,,,0.75,0.7341082692146301,,,
0,5379,,,0.9375,0.2292884737253189,,,
0,5389,,,0.9375,0.24098306894302368,,,
0,5399,,,0.6875,0.7230283617973328,,,
0,5409,,,0.75,0.4656935930252075,,,
0,5419,,,0.75,0.5849919319152832,,,
0,5429,,,0.9375,0.2506452202796936,,,
0,5439,,,1.0,0.06510289758443832,,,
0,5449,,,1.0,0.04418423771858215,,,
0,5459,,,0.9375,0.14835205674171448,,,
0,5469,,,0.875,0.2134305089712143,,,
0,5479,,,1.0,0.08418166637420654,,,
0,5489,,,0.875,0.2870614528656006,,,
0,5499,,,0.875,0.3029845058917999,,,
0,5509,,,0.9375,0.12040587514638901,,,
0,5519,,,0.8125,0.32129842042922974,,,
0,5529,,,0.875,0.40405797958374023,,,
0,5539,,,0.8125,0.46158403158187866,,,
0,5549,,,1.0,0.05624338984489441,,,
0,5559,,,0.9375,0.1054232120513916,,,
0,5569,,,1.0,0.05247883498668671,,,
0,5579,,,0.9375,0.23409542441368103,,,
0,5589,,,0.875,0.2917111814022064,,,
0,5599,,,0.9375,0.20893821120262146,,,
0,5609,,,0.875,0.40761440992355347,,,
0,5619,,,0.9375,0.22994931042194366,,,
0,5629,,,1.0,0.05210345983505249,,,
0,5639,,,1.0,0.10099127143621445,,,
0,5649,,,0.8125,0.4764239192008972,,,
0,5659,,,1.0,0.11639199405908585,,,
0,5669,,,0.9375,0.19925205409526825,,,
0,5679,,,1.0,0.09192924201488495,,,
0,5689,,,1.0,0.06419506669044495,,,
0,5699,,,0.875,0.39651352167129517,,,
0,5709,,,0.9375,0.1263256072998047,,,
0,5719,,,0.9375,0.09911714494228363,,,
0,5729,,,0.875,0.36836308240890503,,,
0,5739,,,0.875,0.1785408854484558,,,
0,5749,,,0.875,0.23312225937843323,,,
0,5759,,,1.0,0.04656098783016205,,,
0,5769,,,0.875,0.3669901490211487,,,
0,5779,,,0.875,0.30817779898643494,,,
0,5789,,,0.9375,0.240680530667305,,,
0,5799,,,0.9375,0.29740670323371887,,,
0,5809,,,0.9375,0.12785854935646057,,,
0,5819,,,0.9375,0.14435680210590363,,,
0,5829,,,0.875,0.18658310174942017,,,
0,5839,,,1.0,0.05359400063753128,,,
0,5849,,,0.9375,0.13539303839206696,,,
0,5859,,,0.9375,0.2557976245880127,,,
0,5869,,,1.0,0.08331043273210526,,,
0,5879,,,0.875,0.3740650415420532,,,
0,5889,,,1.0,0.051330290734767914,,,
0,5899,,,0.875,0.35239195823669434,,,
0,5909,,,0.9375,0.21586968004703522,,,
0,5919,,,1.0,0.06919091194868088,,,
0,5929,,,0.9375,0.30064889788627625,,,
0,5939,,,1.0,0.06745220720767975,,,
0,5949,,,1.0,0.07584209740161896,,,
0,5959,,,0.875,0.3868706226348877,,,
0,5969,,,0.8125,0.25491300225257874,,,
